"","C42_1","C42B_1","LNCAP_1","MR49F_1","C42_2","C42B_2","LNCAP_2","MR49F_2","C42_3","C42B_3","LNCAP_3","MR49F_3"
"ENSG00000231686",0,1,3,2,4,1,1,0,17,1,4,0
"ENSG00000231690",0,0,0,3,0,0,0,0,0,6,0,0
"ENSG00000231711",3,2,19,13,40,7,1,5,9,40,50,13
"ENSG00000231721",0,0,3,4,4,0,0,2,35,4,3,3
"ENSG00000231767",1,0,0,12,7,8,1,60,2,21,10,4
"ENSG00000231768",0,0,1,1,2,0,0,0,0,7,0,1
"ENSG00000231769",0,0,0,2,3,0,0,0,1,1,0,0
"ENSG00000231770",16,0,4,13,28,14,1,10,18,11,29,6
"ENSG00000231784",0,0,0,4,3,4,0,1,0,3,2,0
"ENSG00000231789",0,0,2,0,2,3,0,0,1,11,1,0
"ENSG00000231793",1,0,1,0,2,0,0,0,3,0,2,0
"ENSG00000231806",1,0,4,2,2,1,0,1,7,9,8,0
"ENSG00000231822",8,1,13,20,29,14,0,1,78,52,41,49
"ENSG00000231831",0,0,1,2,2,0,0,1,0,2,1,0
"ENSG00000231841",0,2,2,9,19,6,4,4,7,20,20,2
"ENSG00000231856",1,0,2,3,5,1,0,1,1,3,2,0
"ENSG00000231878",0,0,0,0,0,0,0,1,0,2,1,0
"ENSG00000231880",0,0,0,0,6,0,0,0,0,0,0,0
"ENSG00000231889",0,0,3,3,5,0,0,9,4,3,4,0
"ENSG00000231890",0,0,6,1,6,0,0,3,0,3,1,0
"ENSG00000231908",2,0,0,1,0,0,0,2,20,1,4,0
"ENSG00000231925",21,41,32,47,297,277,20,50,557,64,97,7
"ENSG00000231937",0,0,0,2,0,0,0,1,0,3,0,0
"ENSG00000231952",0,1,0,1,0,1,0,0,0,7,0,0
"ENSG00000231989",1,4,4,5,23,2,0,4,4,5,6,1
"ENSG00000232004",0,0,1,2,0,0,0,0,2,0,0,0
"ENSG00000232022",0,1,0,1,1,0,0,0,3,5,1,0
"ENSG00000232024",2,3,36,22,10,8,9,46,24,14,25,7
"ENSG00000232040",1,1,2,10,5,2,1,5,5,29,10,49
"ENSG00000232060",1,0,7,22,4,2,0,8,3,19,0,0
"ENSG00000232093",1,4,35,15,8,2,2,13,11,9,4,1
"ENSG00000232098",2,2,25,17,12,17,2,14,20,7,43,2
"ENSG00000232104",0,0,1,1,3,1,0,0,3,0,0,0
"ENSG00000232112",6,2,17,12,17,5,1,8,8,51,27,8
"ENSG00000232119",10,12,86,218,47,158,7,33,47,62,24,16
"ENSG00000232150",0,0,10,6,8,9,0,1,4,12,10,3
"ENSG00000232160",0,0,1,4,4,2,0,0,7,0,2,0
"ENSG00000232177",0,0,1,1,11,1,0,1,3,9,1,0
"ENSG00000232187",0,0,5,0,1,0,1,4,0,7,7,1
"ENSG00000232303",1,0,2,1,0,6,0,0,1,5,4,0
"ENSG00000232346",10,0,9,9,31,2,3,17,12,27,23,1
"ENSG00000232380",0,0,0,1,3,0,0,0,5,1,1,0
"ENSG00000232388",12,22,22,93,43,18,38,28,46,9,5,10
"ENSG00000232389",1,0,6,22,3,2,0,3,4,5,6,5
"ENSG00000232412",0,0,1,5,0,0,0,3,0,0,0,0
"ENSG00000232434",9,1,1,17,16,0,1,3,2,22,11,1
"ENSG00000232442",2,0,11,9,12,1,3,5,30,10,10,1
"ENSG00000232445",4,1,34,17,48,5,2,1,8,24,11,3
"ENSG00000232454",1,0,2,1,2,2,0,0,0,4,1,0
"ENSG00000232460",0,0,5,3,3,0,0,9,1,3,3,1
"ENSG00000232472",28,22,180,467,54,75,11,106,41,186,279,13
"ENSG00000232485",0,0,7,1,3,1,0,0,2,5,5,0
"ENSG00000232499",1,0,17,7,8,0,0,1,18,4,9,0
"ENSG00000232502",0,0,0,0,0,1,0,0,0,4,0,0
"ENSG00000232531",0,0,4,1,1,1,0,1,3,1,8,1
"ENSG00000232533",0,0,1,2,3,4,0,0,0,6,1,1
"ENSG00000232545",0,0,8,0,2,0,0,1,3,0,1,0
"ENSG00000232546",1,0,6,0,3,0,0,1,1,0,4,0
"ENSG00000232553",0,0,1,8,14,0,1,2,1,15,11,1
"ENSG00000232559",0,2,1,7,11,6,1,1,2,6,0,0
"ENSG00000232573",121,149,1153,1125,661,379,225,188,667,150,171,108
"ENSG00000232586",0,0,0,2,2,0,0,0,0,0,6,0
"ENSG00000232593",1,0,37,5,2,1,0,4,12,6,7,0
"ENSG00000232599",0,0,0,12,1,0,0,2,2,0,0,0
"ENSG00000232611",4,0,8,6,17,0,1,1,4,0,6,0
"ENSG00000232615",0,0,2,3,5,1,0,1,1,7,4,0
"ENSG00000232653",0,0,1,0,1,0,0,0,0,4,0,0
"ENSG00000232656",1,1,2,1,6,0,0,0,3,6,1,0
"ENSG00000232671",0,0,0,0,0,0,0,0,4,5,0,0
"ENSG00000232677",138,10,330,175,319,11,5,100,56,15,298,34
"ENSG00000232699",0,0,3,0,3,0,0,0,0,7,5,0
"ENSG00000232702",1,0,1,10,5,4,0,31,7,1,5,1
"ENSG00000232727",0,0,8,4,8,0,0,3,12,16,5,0
"ENSG00000232810",0,0,0,0,0,0,0,0,6,0,0,0
"ENSG00000232815",0,0,0,2,0,0,0,0,0,2,0,0
"ENSG00000232838",6,3,6,41,22,4,5,4,2,51,40,5
"ENSG00000232842",0,0,1,0,5,0,0,1,5,5,6,0
"ENSG00000232855",3,0,1,7,86,0,0,2,12,0,0,17
"ENSG00000232859",12,0,30,43,4,4,0,3,7,22,27,3
"ENSG00000232882",2,0,1,8,5,1,0,25,3,6,9,0
"ENSG00000232888",2,2,11,3,4,4,6,3,14,10,21,18
"ENSG00000232931",1,3,9,18,18,8,4,3,41,30,29,2
"ENSG00000232940",0,0,2,1,3,0,0,0,1,7,13,5
"ENSG00000232952",0,0,18,5,6,0,0,23,7,5,11,0
"ENSG00000232956",28,8,127,75,82,13,10,47,90,197,62,24
"ENSG00000232995",2,0,15,9,3,1,0,7,2,2,9,1
"ENSG00000233006",3,3,1,21,10,3,18,12,1,44,22,0
"ENSG00000233016",19,4,76,11,59,13,6,16,71,48,38,16
"ENSG00000233030",2,2,0,1,10,0,0,1,4,6,2,0
"ENSG00000233087",0,1,4,8,10,2,0,0,23,7,19,0
"ENSG00000233111",1,0,1,4,1,1,0,4,18,10,5,1
"ENSG00000233170",0,0,3,3,1,2,0,1,15,5,2,1
"ENSG00000233175",1,0,8,4,2,2,2,3,5,24,5,0
"ENSG00000233184",9,8,2,55,12,9,2,4,10,2,3,6
"ENSG00000233198",0,0,0,1,0,0,0,0,3,0,3,0
"ENSG00000233203",0,0,3,2,0,0,0,1,1,0,1,0
"ENSG00000233205",0,13,4,1,2,0,0,1,3,2,5,0
"ENSG00000233215",0,0,1,0,0,0,1,0,0,0,14,0
"ENSG00000233223",2,2,23,20,21,18,4,20,4,13,28,30
"ENSG00000233225",6,2,7,18,7,4,3,25,21,41,8,19
"ENSG00000233229",0,0,1,3,2,0,0,22,1,0,0,0
"ENSG00000233237",0,0,1,2,0,0,0,1,2,5,0,0
"ENSG00000233247",2,0,11,11,10,1,0,8,3,0,8,6
"ENSG00000233250",0,0,1,2,1,0,0,0,0,0,1,0
"ENSG00000233251",1,1,0,27,17,8,0,30,4,29,0,5
"ENSG00000233270",5,4,26,17,39,3,2,10,8,41,52,5
"ENSG00000233276",4,156,144,49,74,79,45,112,115,253,43,7
"ENSG00000233288",0,1,2,0,1,0,0,0,0,5,2,0
"ENSG00000233325",1,0,2,2,4,0,0,2,5,0,0,0
"ENSG00000233327",0,1,0,0,0,0,0,0,2,5,1,0
"ENSG00000233328",0,1,3,10,2,0,0,1,0,2,1,0
"ENSG00000233347",0,0,1,1,4,0,0,1,3,10,0,0
"ENSG00000233369",0,0,1,6,12,1,1,4,43,4,5,7
"ENSG00000233381",0,0,4,1,2,0,0,1,0,7,1,0
"ENSG00000233382",0,1,3,1,1,1,0,0,2,2,3,0
"ENSG00000233392",0,0,8,0,6,0,0,0,1,0,2,0
"ENSG00000233396",1,0,16,7,18,1,0,1,3,3,14,0
"ENSG00000233397",0,0,1,0,6,1,0,0,2,1,1,0
"ENSG00000233424",0,0,0,0,0,1,0,0,0,6,1,0
"ENSG00000233426",19,9,114,17,11,9,10,34,79,111,113,36
"ENSG00000233429",1,1,5,8,2,2,0,0,0,7,3,0
"ENSG00000233452",0,0,0,64,0,0,0,8,1,0,0,10
"ENSG00000233461",0,0,2,7,1,0,0,2,0,14,2,0
"ENSG00000233476",46,19,187,352,448,49,23,154,221,227,247,11
"ENSG00000233487",0,0,0,2,1,1,0,1,2,0,1,0
"ENSG00000233493",0,0,1,1,1,0,0,0,1,2,1,0
"ENSG00000233514",8,1,14,11,20,0,0,2,4,12,9,8
"ENSG00000233527",0,0,14,0,13,0,0,2,2,0,0,0
"ENSG00000233554",0,0,0,1,0,0,0,0,2,2,0,0
"ENSG00000233558",18,2,17,31,4,4,3,31,5,6,19,4
"ENSG00000233560",0,0,0,1,0,0,0,0,0,0,0,1
"ENSG00000233585",0,0,1,2,1,0,0,0,4,2,1,3
"ENSG00000233588",1,1,8,12,6,8,1,5,17,26,12,1
"ENSG00000233593",0,0,10,8,4,0,0,1,3,8,2,5
"ENSG00000233621",1,0,2,0,13,1,1,0,7,0,46,0
"ENSG00000233672",0,0,1,2,1,1,0,0,0,0,1,0
"ENSG00000233695",3,16,27,4,88,5,8,3,83,11,48,0
"ENSG00000233705",0,0,4,0,4,0,0,0,3,3,7,0
"ENSG00000233757",0,2,4,1,2,0,0,0,6,4,7,1
"ENSG00000233762",5,31,98,15,13,15,7,12,43,63,229,4
"ENSG00000233791",0,0,1,0,0,1,0,0,0,2,1,0
"ENSG00000233806",1,1,4,2,12,0,0,0,0,3,6,0
"ENSG00000233822",1,1,23,37,26,1,3,6,69,12,1,3
"ENSG00000233830",5,10,98,223,55,36,9,30,15,239,137,4
"ENSG00000233836",2,0,38,0,17,0,1,0,2,1,33,0
"ENSG00000233846",3,7,10,35,15,14,21,10,47,23,21,14
"ENSG00000233859",0,2,6,8,3,0,0,4,13,5,1,4
"ENSG00000233864",1,0,347,41,111,0,104,39,36,0,561,35
"ENSG00000233868",0,0,6,5,4,1,0,2,18,2,0,0
"ENSG00000233871",0,0,0,2,2,1,0,0,2,1,0,0
"ENSG00000233892",2,0,1,0,2,0,0,0,0,4,1,0
"ENSG00000233901",0,0,3,0,1,0,0,0,0,1,4,0
"ENSG00000233903",0,1,14,9,2,5,1,0,7,9,4,3
"ENSG00000233913",5,7,64,46,15,5,10,58,15,123,58,23
"ENSG00000233922",0,0,0,2,1,0,0,2,0,1,3,1
"ENSG00000233927",8,3,21,12,21,5,12,18,22,20,14,5
"ENSG00000233930",0,0,0,1,1,0,0,0,0,3,1,0
"ENSG00000233937",3,9,13,9,35,4,3,7,43,14,20,3
"ENSG00000233954",13,12,78,113,52,23,8,39,160,184,80,3
"ENSG00000233966",9,5,6,47,46,10,27,19,11,61,118,10
"ENSG00000233994",0,0,8,2,7,1,0,2,4,0,1,3
"ENSG00000234009",8,3,3,13,17,3,3,2,13,19,3,4
"ENSG00000234028",2,0,11,26,78,7,1,6,17,14,1,7
"ENSG00000234036",0,0,2,1,0,1,0,10,2,5,4,0
"ENSG00000234062",0,0,7,7,5,0,0,1,0,0,3,0
"ENSG00000234072",0,10,12,16,0,3,1,11,14,15,8,2
"ENSG00000234106",0,0,9,0,1,0,1,2,1,5,4,0
"ENSG00000234127",14,9,182,51,211,33,19,35,73,242,193,41
"ENSG00000234129",0,0,0,6,2,11,0,1,1,5,4,0
"ENSG00000234130",0,0,1,0,1,0,0,0,0,5,1,0
"ENSG00000234145",1,0,1,5,2,0,0,4,0,6,2,17
"ENSG00000234160",1,1,6,8,22,1,3,2,2,12,24,0
"ENSG00000234171",8,1,15,29,5,3,1,4,13,23,4,17
"ENSG00000234176",0,0,3,30,1,0,0,1,1,0,6,1
"ENSG00000234177",1,2,3,0,43,8,0,0,22,12,0,0
"ENSG00000234223",0,0,0,4,0,1,0,0,0,4,0,0
"ENSG00000234241",6,3,42,14,24,16,5,10,10,25,23,48
"ENSG00000234284",1,42,19,29,5,3,2,6,1,22,20,0
"ENSG00000234287",5,8,48,39,15,12,9,25,229,125,54,41
"ENSG00000234297",1,2,12,12,5,7,5,2,21,13,5,2
"ENSG00000234311",0,0,2,1,0,0,0,1,0,0,0,0
"ENSG00000234322",4,0,5,10,0,0,0,1,1,7,5,0
"ENSG00000234327",0,1,7,9,1,8,1,13,0,0,3,4
"ENSG00000234335",5,0,3,19,10,0,0,12,7,1,2,11
"ENSG00000234337",2,2,3,16,29,3,0,5,7,5,9,5
"ENSG00000234353",0,0,15,0,2,0,0,0,1,2,2,0
"ENSG00000234369",5,3,14,6,24,6,1,12,8,16,62,1
"ENSG00000234383",0,0,0,2,0,0,0,0,1,1,0,0
"ENSG00000234390",0,0,1,8,1,1,1,1,10,1,1,0
"ENSG00000234405",0,0,4,0,2,0,0,0,0,4,1,0
"ENSG00000234420",7,33,91,116,121,56,7,31,49,20,522,33
"ENSG00000234432",0,1,7,1,0,4,0,1,0,4,4,0
"ENSG00000234444",31,20,159,26,167,29,14,12,31,194,114,9
"ENSG00000234449",0,1,11,2,1,0,9,6,4,10,8,5
"ENSG00000234478",2,0,0,1,3,0,0,0,3,0,0,0
"ENSG00000234494",11,2,12,6,29,1,1,3,18,11,11,1
"ENSG00000234518",10,17,203,22,112,70,0,35,152,43,209,13
"ENSG00000234545",3,2,1,19,26,13,5,15,19,6,31,7
"ENSG00000234546",0,1,2,6,2,4,1,1,2,7,1,1
"ENSG00000234558",2,0,45,18,5,3,3,5,3,7,39,16
"ENSG00000234585",0,1,7,23,14,3,4,3,7,1,11,1
"ENSG00000234604",0,0,4,0,0,0,0,0,0,0,0,0
"ENSG00000234608",19,6,57,397,4,9,6,26,10,72,36,11
"ENSG00000234614",0,0,10,0,3,2,0,1,4,8,1,0
"ENSG00000234616",8,3,13,44,27,25,15,33,106,22,46,16
"ENSG00000234617",0,1,1,0,10,1,0,0,5,3,0,0
"ENSG00000234618",1,0,3,2,4,0,0,0,0,1,4,0
"ENSG00000234636",0,0,2,2,2,0,0,0,1,5,1,1
"ENSG00000234645",0,0,0,3,2,0,0,0,1,6,1,0
"ENSG00000234648",3,8,75,38,11,1,16,31,31,37,59,24
"ENSG00000234664",4,2,70,27,19,8,3,30,18,80,28,6
"ENSG00000234665",6,0,5,8,3,3,1,4,5,5,3,0
"ENSG00000234678",0,3,7,5,5,1,1,4,3,2,12,5
"ENSG00000234684",2,4,1,23,20,2,1,5,23,22,38,1
"ENSG00000234685",0,1,0,0,0,0,0,0,0,1,0,0
"ENSG00000234694",0,0,1,0,0,0,0,0,2,2,0,0
"ENSG00000234705",0,0,2,0,1,0,0,0,1,16,6,0
"ENSG00000234741",15,52,295,639,963,126,91,376,110,687,675,92
"ENSG00000234745",13,23,37,14,106,34,2,12,144,316,7,14
"ENSG00000234753",2,2,3,1,5,0,1,1,7,1,1,5
"ENSG00000234771",4,2,58,4,16,1,1,5,28,34,24,3
"ENSG00000234773",0,0,3,0,0,0,1,0,0,0,0,0
"ENSG00000234782",0,0,5,16,20,3,1,9,12,5,13,55
"ENSG00000234797",27,17,446,842,12,34,57,370,321,771,338,106
"ENSG00000234819",0,0,5,2,0,0,0,0,1,2,1,1
"ENSG00000234825",3,10,48,42,18,37,14,8,3,41,20,3
"ENSG00000234840",0,2,0,0,0,5,0,0,0,16,0,0
"ENSG00000234851",368,71,560,406,936,1818,142,692,190,1165,1097,174
"ENSG00000234857",0,0,0,0,0,1,0,5,0,1,0,0
"ENSG00000234896",0,0,0,0,4,0,0,0,4,10,0,0
"ENSG00000234912",6,2,71,53,28,9,7,11,78,23,76,2
"ENSG00000234925",0,0,0,5,1,0,0,1,1,2,0,0
"ENSG00000234949",2,5,13,8,3,1,1,7,0,26,21,1
"ENSG00000234975",7,2,5,4,11,4,1,8,29,7,13,1
"ENSG00000234996",0,0,2,5,0,2,0,0,0,13,6,0
"ENSG00000235001",5,2,35,12,10,3,2,6,1,33,16,13
"ENSG00000235023",0,0,0,5,1,0,1,2,0,0,6,1
"ENSG00000235026",0,0,0,0,0,1,0,0,0,12,0,0
"ENSG00000235036",0,1,0,5,5,0,0,4,0,2,2,4
"ENSG00000235043",10,2,15,37,47,7,4,19,117,5,17,2
"ENSG00000235049",0,0,3,1,2,1,0,0,2,10,0,0
"ENSG00000235052",0,0,3,0,0,0,0,0,2,0,0,0
"ENSG00000235072",0,0,0,0,1,0,1,0,0,5,4,0
"ENSG00000235082",3,8,21,21,14,6,3,6,15,7,52,13
"ENSG00000235084",0,1,16,2,3,12,1,19,6,1,19,8
"ENSG00000235091",1,0,3,0,1,0,0,1,2,0,3,0
"ENSG00000235092",0,0,7,4,2,0,0,1,0,3,21,0
"ENSG00000235098",0,1,0,0,1,0,0,0,0,37,0,0
"ENSG00000235100",0,0,0,0,0,0,0,0,5,2,1,0
"ENSG00000235105",17,2,25,63,5,1,4,5,1,12,4,32
"ENSG00000235106",15,7,19,178,14,22,1,42,37,79,40,2
"ENSG00000235109",19,1,1,31,12,3,6,17,2,16,10,5
"ENSG00000235162",2,1,28,78,56,8,7,17,4,4,14,32
"ENSG00000235173",15,5,66,114,75,11,4,19,103,175,51,9
"ENSG00000235174",32,59,1042,2327,1098,186,253,600,139,1324,1397,262
"ENSG00000235192",0,0,0,0,1,0,0,0,1,2,0,0
"ENSG00000235194",6,6,11,141,40,40,5,4,234,9,122,9
"ENSG00000235209",0,0,0,3,3,0,0,3,2,0,5,0
"ENSG00000235225",1,0,14,6,0,0,0,4,0,2,3,1
"ENSG00000235236",0,0,0,1,1,0,0,2,0,1,0,0
"ENSG00000235238",3,7,43,106,21,36,12,24,47,38,6,3
"ENSG00000235245",0,0,2,3,4,0,0,0,4,2,2,0
"ENSG00000235257",1,0,4,1,4,1,0,0,2,3,1,0
"ENSG00000235272",0,2,61,28,7,1,2,7,13,30,25,5
"ENSG00000235275",0,0,0,0,1,1,0,0,0,2,0,0
"ENSG00000235280",1,0,4,2,12,4,3,3,2,7,8,0
"ENSG00000235297",0,0,4,5,1,0,0,0,2,6,1,0
"ENSG00000235313",0,0,2,3,5,0,0,5,0,7,2,0
"ENSG00000235314",3,0,0,0,7,0,0,0,12,3,1,4
"ENSG00000235316",0,0,1,2,3,0,0,0,1,2,4,0
"ENSG00000235330",0,0,2,0,0,4,0,0,1,1,4,0
"ENSG00000235363",0,0,10,5,5,1,1,1,0,4,3,0
"ENSG00000235374",0,2,11,2,18,0,0,0,7,3,5,0
"ENSG00000235376",0,0,6,1,1,0,1,1,3,5,11,0
"ENSG00000235381",0,0,1,12,2,7,1,4,0,0,0,0
"ENSG00000235408",1,0,4,10,34,4,0,1,1,0,0,1
"ENSG00000235411",0,0,3,4,0,0,0,0,1,6,2,0
"ENSG00000235423",1,0,7,3,5,6,0,4,3,9,12,0
"ENSG00000235437",26,6,180,318,152,41,11,112,45,131,158,16
"ENSG00000235453",1,0,6,21,1,1,0,4,3,7,9,1
"ENSG00000235454",0,0,2,3,0,0,0,0,2,0,1,0
"ENSG00000235475",1,0,1,0,1,2,0,0,5,6,0,0
"ENSG00000235489",12,1,22,7,3,7,4,3,1,6,18,2
"ENSG00000235499",0,0,2,0,0,0,0,1,0,2,1,0
"ENSG00000235530",0,0,2,2,6,0,0,1,1,3,3,0
"ENSG00000235552",71,24,73,274,610,32,111,64,158,46,201,73
"ENSG00000235554",4,3,6,14,18,5,4,19,28,60,8,3
"ENSG00000235560",7,4,3,26,19,16,2,3,10,16,9,3
"ENSG00000235587",1,4,11,15,8,5,1,4,20,40,17,1
"ENSG00000235590",0,0,0,1,1,3,0,1,2,8,0,0
"ENSG00000235605",0,0,1,3,6,0,1,0,2,5,10,1
"ENSG00000235636",1,6,24,8,5,6,1,13,8,1,19,3
"ENSG00000235651",0,0,0,4,0,0,0,1,2,2,2,0
"ENSG00000235652",0,0,1,0,0,4,0,0,0,0,0,0
"ENSG00000235655",18,13,177,181,147,98,6,35,56,231,111,29
"ENSG00000235688",0,0,0,4,0,1,0,3,1,8,1,1
"ENSG00000235698",0,0,3,1,2,0,0,8,1,3,3,1
"ENSG00000235703",3,1,1,10,2,1,0,5,1,6,6,1
"ENSG00000235706",2,1,16,3,5,7,1,1,3,4,17,4
"ENSG00000235713",1,0,0,0,3,0,0,0,0,0,0,0
"ENSG00000235720",1,1,13,10,7,6,1,4,9,20,2,0
"ENSG00000235721",0,0,2,0,0,0,0,0,1,2,3,0
"ENSG00000235734",1,0,18,6,12,18,1,0,11,24,7,8
"ENSG00000235746",0,0,1,2,6,2,0,0,0,4,1,0
"ENSG00000235750",32,9,20,15,33,20,2,7,12,42,18,5
"ENSG00000235776",0,0,3,4,1,0,0,0,1,4,0,0
"ENSG00000235823",1,0,2,4,2,2,0,0,2,6,0,0
"ENSG00000235831",0,0,0,0,1,0,0,0,3,0,0,0
"ENSG00000235859",0,1,1,6,8,1,2,0,3,2,5,0
"ENSG00000235863",2,1,3,2,5,1,3,1,6,9,2,1
"ENSG00000235884",0,0,1,2,0,0,0,0,1,0,2,0
"ENSG00000235897",0,0,7,0,0,0,0,0,1,0,2,0
"ENSG00000235912",0,0,4,5,1,0,2,0,0,8,2,3
"ENSG00000235916",0,0,0,5,2,4,0,0,0,3,1,0
"ENSG00000235919",0,0,3,14,6,4,0,0,4,12,0,1
"ENSG00000235944",0,2,11,0,0,0,0,0,1,7,6,0
"ENSG00000235949",0,0,0,0,0,2,0,0,0,1,0,0
"ENSG00000235954",3,19,24,29,22,10,1,1,6,9,42,4
"ENSG00000235957",2,1,7,14,1,1,0,0,19,2,3,1
"ENSG00000235961",0,0,15,24,0,13,1,1,1,6,0,0
"ENSG00000235984",1,0,0,13,19,0,0,0,22,2,0,0
"ENSG00000236017",0,3,13,24,8,1,2,1,4,4,17,1
"ENSG00000236048",0,2,2,2,3,10,0,0,1,5,1,2
"ENSG00000236058",0,0,1,1,1,0,0,0,0,1,1,4
"ENSG00000236081",2,1,12,15,11,36,0,1,1,64,7,1
"ENSG00000236088",1,0,7,10,15,8,23,0,2,24,9,0
"ENSG00000236090",0,0,1,0,1,0,0,0,0,0,4,0
"ENSG00000236104",2,1,31,29,22,54,3,3,5,11,12,34
"ENSG00000236137",0,0,2,1,3,0,0,0,3,1,3,0
"ENSG00000236144",2,6,71,24,46,21,4,1,19,31,38,10
"ENSG00000236194",0,0,0,1,1,0,0,0,0,1,0,1
"ENSG00000236200",1,0,2,0,2,1,0,0,2,7,14,1
"ENSG00000236255",2,0,7,22,7,0,1,2,3,26,12,2
"ENSG00000236264",2,2,26,45,13,1,4,5,6,61,14,60
"ENSG00000236287",21,10,289,173,115,20,12,14,81,265,31,69
"ENSG00000236307",0,0,1,0,4,0,0,0,0,1,2,0
"ENSG00000236337",0,0,3,0,2,0,0,0,0,0,1,0
"ENSG00000236349",7,4,28,33,14,1,37,3,52,42,1,2
"ENSG00000236360",4,0,12,13,8,1,0,0,6,0,10,0
"ENSG00000236397",0,0,1,1,2,0,0,0,1,5,4,0
"ENSG00000236404",0,0,1,2,2,0,0,0,4,3,4,0
"ENSG00000236423",0,0,0,3,1,0,0,0,1,0,0,1
"ENSG00000236427",0,0,0,1,19,0,0,0,0,0,0,0
"ENSG00000236438",0,0,0,0,0,2,0,0,1,3,0,0
"ENSG00000236439",4,2,44,0,6,4,1,1,0,22,10,1
"ENSG00000236456",0,0,1,1,1,0,0,0,1,8,4,0
"ENSG00000236514",0,0,8,1,9,2,0,0,0,2,1,1
"ENSG00000236519",0,0,14,0,0,1,0,0,0,1,6,0
"ENSG00000236552",442,166,15667,6983,449,2380,625,585,836,1437,4235,443
"ENSG00000236565",1,0,11,4,11,4,2,0,8,10,10,6
"ENSG00000236569",0,0,0,0,4,0,0,0,2,0,2,0
"ENSG00000236570",0,0,6,1,2,0,0,0,0,0,1,0
"ENSG00000236603",23,9,26,132,70,18,88,11,83,185,248,10
"ENSG00000236617",0,0,0,2,1,1,0,0,1,0,1,0
"ENSG00000236618",0,1,60,33,8,11,5,1,20,34,17,5
"ENSG00000236670",0,0,2,1,0,1,0,0,0,10,3,0
"ENSG00000236675",0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000236682",1,0,3,26,1,2,0,0,2,11,4,0
"ENSG00000236698",28,6,15,350,38,28,16,43,8,150,79,18
"ENSG00000236723",0,0,3,0,2,0,0,0,3,0,2,0
"ENSG00000236735",1,4,138,19,2,2,1,6,2,12,6,17
"ENSG00000236753",0,0,21,5,0,1,0,0,7,16,7,1
"ENSG00000236773",4,1,64,20,8,3,0,2,23,7,7,3
"ENSG00000236778",0,0,0,15,9,0,2,0,3,3,9,0
"ENSG00000236792",0,0,10,3,7,0,0,0,1,14,8,1
"ENSG00000236801",24,2,101,31,33,33,1,11,32,47,35,24
"ENSG00000236810",0,0,53,13,14,1,1,1,2,9,533,1
"ENSG00000236814",12,8,219,166,60,27,6,7,17,96,51,26
"ENSG00000236830",3,2,33,78,19,4,11,3,12,71,70,10
"ENSG00000236850",0,1,19,7,34,0,3,1,7,7,3,5
"ENSG00000236859",1,0,6,3,27,1,2,1,5,1,0,4
"ENSG00000236871",1,0,13,5,4,2,2,1,3,3,11,1
"ENSG00000236901",2,2,4,19,40,3,2,1,14,49,46,5
"ENSG00000236924",0,0,45,1,0,0,0,0,1,9,3,0
"ENSG00000237004",0,0,0,0,0,0,0,0,0,3,0,0
"ENSG00000237017",1,0,0,4,3,0,0,0,0,6,1,0
"ENSG00000237021",0,0,3,0,1,0,0,0,1,1,2,0
"ENSG00000237036",2,3,33,1,1,0,2,4,16,14,10,5
"ENSG00000237037",0,2,3,7,2,0,0,1,0,20,9,0
"ENSG00000237080",0,0,2,1,13,0,0,0,7,0,0,0
"ENSG00000237094",0,0,0,2,0,0,0,0,0,11,0,0
"ENSG00000237149",0,1,19,5,0,0,0,0,9,36,37,3
"ENSG00000237161",0,0,19,13,1,0,0,0,2,1,9,3
"ENSG00000237172",0,0,2,0,2,0,0,0,1,2,0,1
"ENSG00000237187",0,0,0,0,0,9,0,0,0,11,0,0
"ENSG00000237188",0,0,3,2,2,0,0,0,18,2,2,0
"ENSG00000237190",4,4,94,37,5,36,30,13,42,5,131,57
"ENSG00000237214",3,0,14,8,11,5,1,1,12,8,6,1
"ENSG00000237264",2,2,23,22,32,80,8,2,13,41,27,2
"ENSG00000237268",0,0,0,0,0,0,0,0,2,4,0,0
"ENSG00000237276",0,0,10,0,2,1,0,0,0,5,0,0
"ENSG00000237289",2,10,18,12,35,7,1,1,39,43,12,3
"ENSG00000237296",0,0,6,0,1,0,0,0,2,2,0,1
"ENSG00000237298",2,6,4,6,20,9,11,0,19,22,4,1
"ENSG00000237310",0,0,12,6,3,0,0,1,2,2,2,1
"ENSG00000237330",0,0,19,0,0,0,0,0,0,1,5,0
"ENSG00000237350",2,2,30,110,17,17,3,4,55,98,12,17
"ENSG00000237357",0,0,9,2,1,1,0,0,2,3,1,0
"ENSG00000237424",1,1,0,3,6,1,0,0,1,1,1,0
"ENSG00000237438",9,12,14,22,61,19,0,1,4,6,8,1
"ENSG00000237440",1,1,5,0,32,13,8,0,41,45,37,0
"ENSG00000237441",130,33,150,71,124,42,12,44,157,127,107,53
"ENSG00000237457",0,0,0,3,1,0,0,0,1,1,2,0
"ENSG00000237489",3,0,58,2,5,0,0,0,5,3,7,0
"ENSG00000237491",2,0,49,5,16,2,0,0,5,1,2,13
"ENSG00000237493",3,4,57,63,178,15,3,0,15,93,9,33
"ENSG00000237499",0,0,0,0,4,0,0,0,1,5,0,1
"ENSG00000237506",6,5,983,120,38,11,20,9,55,15,90,120
